"","title","amount","namedep","transaction","view","city","date","page"
"502","
                      I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 3,200
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","33 views","Indore
                      , Madhya Pradesh","October 12, 2015",51
"503","
                      I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 4,000
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","34 views","Indore
                      , Madhya Pradesh","October 12, 2015",51
"504","
                      I Paid Rs. 6500 to Stamps and Registration in Bangalore.
                    ","Paid INR 6,500
                        ","Stamps and Registration","Marriage Certificate","41 views","Bangalore
                      , Karnataka","October 12, 2015",51
"505","
                      I Paid Rs. 6500 to Police in Bangalore.
                    ","Paid INR 6,500
                        ","Police","Filing FIR","85 views","Bangalore
                      , Karnataka","October 12, 2015",51
"506","
                      I Paid Rs. 5600 to Municipal Services in Bangalore.
                    ","Paid INR 5,600
                        ","Municipal Services","Birth Certificate","38 views","Bangalore
                      , Karnataka","October 12, 2015",51
"507","
                      I Paid Rs. 15000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 15,000
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","31 views","Indore
                      , Madhya Pradesh","October 12, 2015",51
"508","
                      I Paid Rs. 60000 to Police in Pune.
                    ","Paid INR 60,000
                        ","Police","Police Verification for Passport","97 views","Pune
                      , Maharashtra","October 12, 2015",51
"509","
                      I Paid Rs. 6500 to Stamps and Registration in Bangalore.
                    ","Paid INR 6,500
                        ","Stamps and Registration","Marriage Certificate","34 views","Bangalore
                      , Karnataka","October 12, 2015",51
"510","
                      I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    ","Paid INR 2,500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","30 views","Bangalore
                      , Karnataka","October 12, 2015",51
"511","
                      I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 3,000
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","28 views","Indore
                      , Madhya Pradesh","October 12, 2015",52
"512","
                      I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 2,500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","31 views","Indore
                      , Madhya Pradesh","October 12, 2015",52
"513","
                      I Paid Rs. 500 to Municipal Services in Agra.
                    ","Paid INR 500
                        ","Municipal Services","Birth Certificate","39 views","Agra
                      , Uttar Pradesh","October 12, 2015",52
"514","
                      I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 2,000
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","32 views","Indore
                      , Madhya Pradesh","October 12, 2015",52
"515","
                      I Paid Rs. 610 to Municipal Services in Agra.
                    ","Paid INR 610
                        ","Municipal Services","Birth Certificate","39 views","Agra
                      , Uttar Pradesh","October 12, 2015",52
"516","
                      I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 2,500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","33 views","Indore
                      , Madhya Pradesh","October 12, 2015",52
"517","
                      I Paid Rs. 65000 to Police in Bangalore.
                    ","Paid INR 65,000
                        ","Police","Filing FIR","61 views","Bangalore
                      , Karnataka","October 12, 2015",52
"518","
                      I Paid Rs. 1500 to Municipal Services in Agra.
                    ","Paid INR 1,500
                        ","Municipal Services","Birth Certificate","39 views","Agra
                      , Uttar Pradesh","October 12, 2015",52
"519","
                      I Paid Rs. 1400 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 1,400
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","30 views","Indore
                      , Madhya Pradesh","October 12, 2015",52
"520","
                      I Paid Rs. 1200 to Municipal Services in Agra.
                    ","Paid INR 1,200
                        ","Municipal Services","Birth Certificate","42 views","Agra
                      , Uttar Pradesh","October 12, 2015",52
"521","
                      I Paid Rs. 5000 to Stamps and Registration in Bangalore.
                    ","Paid INR 5,000
                        ","Stamps and Registration","Marriage Certificate","45 views","Bangalore
                      , Karnataka","October 12, 2015",53
"522","
                      I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 800
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","27 views","Indore
                      , Madhya Pradesh","October 12, 2015",53
"523","
                      I Paid Rs. 6500 to Stamps and Registration in Bangalore.
                    ","Paid INR 6,500
                        ","Stamps and Registration","Marriage Certificate","42 views","Bangalore
                      , Karnataka","October 12, 2015",53
"524","
                      I Paid Rs. 4000 to Municipal Services in Agra.
                    ","Paid INR 4,000
                        ","Municipal Services","Birth Certificate","37 views","Agra
                      , Uttar Pradesh","October 12, 2015",53
"525","
                      I Paid Rs. 5600 to Transport in Bangalore.
                    ","Paid INR 5,600
                        ","Transport","New Domestic Driving License","116 views","Bangalore
                      , Karnataka","October 12, 2015",53
"526","
                      I Paid Rs. 900 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 900
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","30 views","Indore
                      , Madhya Pradesh","October 12, 2015",53
"527","
                      I Paid Rs. 6500 to Transport in Bangalore.
                    ","Paid INR 6,500
                        ","Transport","New Domestic Driving License","69 views","Bangalore
                      , Karnataka","October 12, 2015",53
"528","
                      I Paid Rs. 3000 to Municipal Services in Agra.
                    ","Paid INR 3,000
                        ","Municipal Services","Birth Certificate","39 views","Agra
                      , Uttar Pradesh","October 12, 2015",53
"529","
                      I Paid Rs. 50000 to Transport in Bangalore.
                    ","Paid INR 50,000
                        ","Transport","Duplicate Registration Certificate","84 views","Bangalore
                      , Karnataka","October 12, 2015",53
"530","
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","30 views","Indore
                      , Madhya Pradesh","October 12, 2015",53
"531","
                      I Paid Rs. 5800 to Municipal Services in Bangalore.
                    ","Paid INR 5,800
                        ","Municipal Services","Birth Certificate","36 views","Bangalore
                      , Karnataka","October 12, 2015",54
"532","
                      I Paid Rs. 2000 to Municipal Services in Agra.
                    ","Paid INR 2,000
                        ","Municipal Services","Birth Certificate","51 views","Agra
                      , Uttar Pradesh","October 12, 2015",54
"533","
                      I Paid Rs. 610 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 610
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","28 views","Indore
                      , Madhya Pradesh","October 12, 2015",54
"534","
                      I Paid Rs. 5500 to Stamps and Registration in Bangalore.
                    ","Paid INR 5,500
                        ","Stamps and Registration","Marriage Certificate","40 views","Bangalore
                      , Karnataka","October 12, 2015",54
"535","
                      I Paid Rs. 6000 to Commercial Tax, Sales Tax, VAT in Mumbai.
                    ","Paid INR 6,000
                        ","Commercial Tax, Sales Tax, VAT","C Form","104 views","Mumbai
                      , Maharashtra","October 12, 2015",54
"536","
                      I Paid Rs. 5000 to Transport in Bangalore.
                    ","Paid INR 5,000
                        ","Transport","New Domestic Driving License","64 views","Bangalore
                      , Karnataka","October 12, 2015",54
"537","
                      I Paid Rs. 1000 to Municipal Services in Agra.
                    ","Paid INR 1,000
                        ","Municipal Services","Birth Certificate","44 views","Agra
                      , Uttar Pradesh","October 12, 2015",54
"538","
                      I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 1,500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","29 views","Indore
                      , Madhya Pradesh","October 12, 2015",54
"539","
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    ","Paid INR 500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","29 views","Bangalore
                      , Karnataka","October 12, 2015",54
"540","
                      I Paid Rs. 5000 to Stamps and Registration in Bangalore.
                    ","Paid INR 5,000
                        ","Stamps and Registration","Marriage Certificate","37 views","Bangalore
                      , Karnataka","October 12, 2015",54
"541","
                      I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 1,200
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","30 views","Indore
                      , Madhya Pradesh","October 12, 2015",55
"542","
                      I Paid Rs. 5200 to Municipal Services in Bangalore.
                    ","Paid INR 5,200
                        ","Municipal Services","Birth Certificate","32 views","Bangalore
                      , Karnataka","October 12, 2015",55
"543","
                      I Paid Rs. 25000 to Police in Bangalore.
                    ","Paid INR 25,000
                        ","Police","Filing FIR","58 views","Bangalore
                      , Karnataka","October 12, 2015",55
"544","
                      I Paid Rs. 1800 to Municipal Services in Agra.
                    ","Paid INR 1,800
                        ","Municipal Services","Birth Certificate","48 views","Agra
                      , Uttar Pradesh","October 12, 2015",55
"545","
                      I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 4,000
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","32 views","Indore
                      , Madhya Pradesh","October 12, 2015",55
"546","
                      I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    ","Paid INR 2,500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","34 views","Bangalore
                      , Karnataka","October 12, 2015",55
"547","
                      I Paid Rs. 2500 to Transport in Bangalore.
                    ","Paid INR 2,500
                        ","Transport","Duplicate Registration Certificate","72 views","Bangalore
                      , Karnataka","October 12, 2015",55
"548","
                      I Paid Rs. 2400 to Municipal Services in Agra.
                    ","Paid INR 2,400
                        ","Municipal Services","Birth Certificate","42 views","Agra
                      , Uttar Pradesh","October 12, 2015",55
"549","
                      I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 3,000
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","35 views","Indore
                      , Madhya Pradesh","October 12, 2015",55
"550","
                      I Paid Rs. 3500 to Municipal Services in Bangalore.
                    ","Paid INR 3,500
                        ","Municipal Services","Birth Certificate","38 views","Bangalore
                      , Karnataka","October 12, 2015",55
"551","
                      I Paid Rs. 5800 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 5,800
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","122 views","Bangalore
                      , Karnataka","October 12, 2015",56
"552","
                      I Paid Rs. 2610 to Municipal Services in Agra.
                    ","Paid INR 2,610
                        ","Municipal Services","Birth Certificate","34 views","Agra
                      , Uttar Pradesh","October 12, 2015",56
"553","
                      I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 2,000
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","32 views","Indore
                      , Madhya Pradesh","October 12, 2015",56
"554","
                      I Paid Rs. 4500 to Transport in Bangalore.
                    ","Paid INR 4,500
                        ","Transport","New Domestic Driving License","71 views","Bangalore
                      , Karnataka","October 12, 2015",56
"555","
                      I Paid Rs. 5000 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    ","Paid INR 5,000
                        ","Commercial Tax, Sales Tax, VAT","C Form","88 views","Bangalore
                      , Karnataka","October 12, 2015",56
"556","
                      I Paid Rs. 3610 to Municipal Services in Agra.
                    ","Paid INR 3,610
                        ","Municipal Services","Birth Certificate","40 views","Agra
                      , Uttar Pradesh","October 12, 2015",56
"557","
                      I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 1,000
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","30 views","Indore
                      , Madhya Pradesh","October 12, 2015",56
"558","
                      I Paid Rs. 2500 to Transport in Bangalore.
                    ","Paid INR 2,500
                        ","Transport","Duplicate Registration Certificate","45 views","Bangalore
                      , Karnataka","October 12, 2015",56
"559","
                      I Paid Rs. 45000 to Stamps and Registration in Bangalore.
                    ","Paid INR 45,000
                        ","Stamps and Registration","Registration of Flat or Apartment","45 views","Bangalore
                      , Karnataka","October 12, 2015",56
"560","
                      I Paid Rs. 1800 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 1,800
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","32 views","Indore
                      , Madhya Pradesh","October 12, 2015",56
"561","
                      I Paid Rs. 5600 to Stamps and Registration in Bangalore.
                    ","Paid INR 5,600
                        ","Stamps and Registration","Registration of Property","40 views","Bangalore
                      , Karnataka","October 12, 2015",57
"562","
                      I Paid Rs. 5500 to Police in Bangalore.
                    ","Paid INR 5,500
                        ","Police","Traffic Violations","52 views","Bangalore
                      , Karnataka","October 12, 2015",57
"563","
                      I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 2,400
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","34 views","Indore
                      , Madhya Pradesh","October 12, 2015",57
"564","
                      I Paid Rs. 3200 to Transport in Bangalore.
                    ","Paid INR 3,200
                        ","Transport","New Domestic Driving License","50 views","Bangalore
                      , Karnataka","October 12, 2015",57
"565","
                      I Paid Rs. 9000 to Commercial Tax, Sales Tax, VAT in New Delhi.
                    ","Paid INR 9,000
                        ","Commercial Tax, Sales Tax, VAT","C Form","113 views","New Delhi
                      , Delhi","October 12, 2015",57
"566","
                      I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 2,610
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","32 views","Indore
                      , Madhya Pradesh","October 12, 2015",57
"567","
                      I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 3,610
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","30 views","Indore
                      , Madhya Pradesh","October 12, 2015",57
"568","
                      I Paid Rs. 2500 to Police in Bangalore.
                    ","Paid INR 2,500
                        ","Police","Police Verification for Passport","48 views","Bangalore
                      , Karnataka","October 12, 2015",57
"569","
                      I Paid Rs. 5200 to Transport in Bangalore.
                    ","Paid INR 5,200
                        ","Transport","Duplicate Registration Certificate","45 views","Bangalore
                      , Karnataka","October 12, 2015",57
"570","
                      I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 800
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","33 views","Indore
                      , Madhya Pradesh","October 12, 2015",57
"571","
                      I Paid Rs. 650 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    ","Paid INR 650
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","30 views","Bangalore
                      , Karnataka","October 12, 2015",58
"572","
                      I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 1,200
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","30 views","Indore
                      , Madhya Pradesh","October 12, 2015",58
"573","
                      I Paid Rs. 3000 to Municipal Services in Bangalore.
                    ","Paid INR 3,000
                        ","Municipal Services","Birth Certificate","32 views","Bangalore
                      , Karnataka","October 12, 2015",58
"574","
                      I Paid Rs. 5600 to Stamps and Registration in Bangalore.
                    ","Paid INR 5,600
                        ","Stamps and Registration","Marriage Certificate","43 views","Bangalore
                      , Karnataka","October 12, 2015",58
"575","
                      I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 3,200
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","32 views","Indore
                      , Madhya Pradesh","October 12, 2015",58
"576","
                      I Paid Rs. 25000 to Police in Bangalore.
                    ","Paid INR 25,000
                        ","Police","Filing FIR","50 views","Bangalore
                      , Karnataka","October 12, 2015",58
"577","
                      I Paid Rs. 6000 to Stamps and Registration in Bangalore.
                    ","Paid INR 6,000
                        ","Stamps and Registration","Marriage Certificate","41 views","Bangalore
                      , Karnataka","October 12, 2015",58
"578","
                      I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 4,000
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","29 views","Indore
                      , Madhya Pradesh","October 12, 2015",58
"579","
                      I Paid Rs. 2500 to Municipal Services in Agra.
                    ","Paid INR 2,500
                        ","Municipal Services","Birth Certificate","36 views","Agra
                      , Uttar Pradesh","October 12, 2015",58
"580","
                      I Paid Rs. 2500 to Transport in Bangalore.
                    ","Paid INR 2,500
                        ","Transport","New Domestic Driving License","43 views","Bangalore
                      , Karnataka","October 12, 2015",58
"581","
                      I Paid Rs. 60000 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 60,000
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","110 views","Bangalore
                      , Karnataka","October 12, 2015",59
"582","
                      I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 1,500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","26 views","Indore
                      , Madhya Pradesh","October 12, 2015",59
"583","
                      I Paid Rs. 2000 to Municipal Services in Aligarh.
                    ","Paid INR 2,000
                        ","Municipal Services","Birth Certificate","72 views","Aligarh
                      , Uttar Pradesh","October 12, 2015",59
"584","
                      I Paid Rs. 5000 to Stamps and Registration in Bangalore.
                    ","Paid INR 5,000
                        ","Stamps and Registration","Marriage Certificate","39 views","Bangalore
                      , Karnataka","October 12, 2015",59
"585","
                      I Paid Rs. 15000 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 15,000
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","83 views","Bangalore
                      , Karnataka","October 12, 2015",59
"586","
                      I Paid Rs. 9000 to Passport in Chennai.
                    ","Paid INR 9,000
                        ","Passport","Police Verification for Passport","275 views","Chennai
                      , Tamil Nadu","October 12, 2015",59
"587","
                      I Paid Rs. 520 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    ","Paid INR 520
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","25 views","Bangalore
                      , Karnataka","October 12, 2015",59
"588","
                      I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 3,000
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","26 views","Indore
                      , Madhya Pradesh","October 12, 2015",59
"589","
                      I Paid Rs. 2000 to Passport in Bangalore.
                    ","Paid INR 2,000
                        ","Passport","Passport Delivery","184 views","Bangalore
                      , Karnataka","October 12, 2015",59
"590","
                      I Paid Rs. 2500 to Passport in Bangalore.
                    ","Paid INR 2,500
                        ","Passport","Police Verification for Passport","131 views","Bangalore
                      , Karnataka","October 12, 2015",59
"591","
                      I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 2,500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","26 views","Indore
                      , Madhya Pradesh","October 12, 2015",60
"592","
                      I Paid Rs. 25000 to Stamps and Registration in Bangalore.
                    ","Paid INR 25,000
                        ","Stamps and Registration","Registration of Property","38 views","Bangalore
                      , Karnataka","October 12, 2015",60
"593","
                      I Paid Rs. 2500 to Transport in Bangalore.
                    ","Paid INR 2,500
                        ","Transport","Registration of Vehicle","55 views","Bangalore
                      , Karnataka","October 12, 2015",60
"594","
                      I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.
                    ","Paid INR 2,000
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","26 views","Indore
                      , Madhya Pradesh","October 12, 2015",60
"595","
                      I Paid Rs. 15000 to Police in Bangalore.
                    ","Paid INR 15,000
                        ","Police","Filing FIR","45 views","Bangalore
                      , Karnataka","October 12, 2015",60
"596","
                      I Paid Rs. 2500 to Police in Bangalore.
                    ","Paid INR 2,500
                        ","Police","Traffic Violations","43 views","Bangalore
                      , Karnataka","October 12, 2015",60
"597","
                      I Paid Rs. 25000 to Police in Bangalore.
                    ","Paid INR 25,000
                        ","Police","Police Harassment","41 views","Bangalore
                      , Karnataka","October 12, 2015",60
"598","
                      I Paid Rs. 1500 to Passport in Bangalore.
                    ","Paid INR 1,500
                        ","Passport","Passport Delivery","84 views","Bangalore
                      , Karnataka","October 12, 2015",60
"599","
                      I Paid Rs. 500 to Income Tax in Bangalore.
                    ","Paid INR 500
                        ","Income Tax","New PAN Card","60 views","Bangalore
                      , Karnataka","October 12, 2015",60
"600","
                      I Paid Rs. 1500 to Passport in Bangalore.
                    ","Paid INR 1,500
                        ","Passport","Passport Delivery","75 views","Bangalore
                      , Karnataka","October 12, 2015",60
"601","
                      I Paid Rs. 2500 to Transport in Bangalore.
                    ","Paid INR 2,500
                        ","Transport","New Domestic Driving License","50 views","Bangalore
                      , Karnataka","October 12, 2015",61
"602","
                      I Paid Rs. 1000 to Stamps and Registration in Bangalore.
                    ","Paid INR 1,000
                        ","Stamps and Registration","Marriage Certificate","38 views","Bangalore
                      , Karnataka","October 12, 2015",61
"603","
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    ","Paid INR 500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","29 views","Bangalore
                      , Karnataka","October 12, 2015",61
"604","
                      I Paid Rs. 15000 to Police in Bangalore.
                    ","Paid INR 15,000
                        ","Police","Filing FIR","40 views","Bangalore
                      , Karnataka","October 12, 2015",61
"605","
                      I Paid Rs. 2000 to Transport in Bangalore.
                    ","Paid INR 2,000
                        ","Transport","Duplicate Registration Certificate","58 views","Bangalore
                      , Karnataka","October 12, 2015",61
"606","
                      I Paid Rs. 2500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 2,500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","56 views","Bangalore
                      , Karnataka","October 12, 2015",61
"607","
                      I Paid Rs. 1500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    ","Paid INR 1,500
                        ","Commercial Tax, Sales Tax, VAT","C Form","63 views","Bangalore
                      , Karnataka","October 12, 2015",61
"608","
                      I Paid Rs. 5000 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    ","Paid INR 5,000
                        ","Commercial Tax, Sales Tax, VAT","C Form","61 views","Bangalore
                      , Karnataka","October 12, 2015",61
"609","
                      I Paid Rs. 2000 to Municipal Services in Bangalore.
                    ","Paid INR 2,000
                        ","Municipal Services","Birth Certificate","32 views","Bangalore
                      , Karnataka","October 12, 2015",61
"610","
                      I Paid Rs. 2500 to Transport in Bangalore.
                    ","Paid INR 2,500
                        ","Transport","Registration of Vehicle","59 views","Bangalore
                      , Karnataka","October 12, 2015",61
"611","
                      I Paid Rs. 600 to Food, Civil Supplies and Consumer Affairs in Abhayapuri.
                    ","Paid INR 600
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","89 views","Abhayapuri
                      , Assam","October 12, 2015",62
"612","
                      I Paid Rs. 424 to Commercial Tax, Sales Tax, VAT in Abhayapuri.
                    ","Paid INR 424
                        ","Commercial Tax, Sales Tax, VAT","C Form","93 views","Abhayapuri
                      , Assam","October 12, 2015",62
"613","
                      I Paid Rs. 15000 to Passport in Adityapur.
                    ","Paid INR 15,000
                        ","Passport","Passport Delivery","105 views","Adityapur
                      , Jharkhand","October 12, 2015",62
"614","
                      I Paid Rs. 2500 to Police in Aligarh.
                    ","Paid INR 2,500
                        ","Police","Police Verification for Passport","75 views","Aligarh
                      , Uttar Pradesh","October 12, 2015",62
"615","
                      I Paid Rs. 1500 to Transport in Abhayapuri.
                    ","Paid INR 1,500
                        ","Transport","New Domestic Driving License","85 views","Abhayapuri
                      , Assam","October 12, 2015",62
"616","
                      I Paid Rs. 10000 to Stamps and Registration in Allahabad.
                    ","Paid INR 10,000
                        ","Stamps and Registration","Registration of Property","66 views","Allahabad
                      , Uttar Pradesh","October 12, 2015",62
"617","
                      I Paid Rs. 550 to Income Tax in Adari.
                    ","Paid INR 550
                        ","Income Tax","New PAN Card","104 views","Adari
                      , Uttar Pradesh","October 12, 2015",62
"618","
                      I Paid Rs. 2000 to Transport in Arwal.
                    ","Paid INR 2,000
                        ","Transport","New Domestic Driving License","52 views","Arwal
                      , Bihar","October 12, 2015",62
"619","
                      I Paid Rs. 500 to Stamps and Registration in Alleppey.
                    ","Paid INR 500
                        ","Stamps and Registration","Marriage Certificate","61 views","Alleppey
                      , Kerala","October 12, 2015",62
"620","
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Ahmadnagar.
                    ","Paid INR 500
                        ","Food, Civil Supplies and Consumer Affairs","Issue of Ration Card","61 views","Ahmadnagar
                      , Maharashtra","October 12, 2015",62
"621","
                      I Paid Rs. 1500 to Commercial Tax, Sales Tax, VAT in Abohar.
                    ","Paid INR 1,500
                        ","Commercial Tax, Sales Tax, VAT","C Form","108 views","Abohar
                      , Punjab","October 12, 2015",63
"622","
                      I Paid Rs. 15000 to Police in Adoni.
                    ","Paid INR 15,000
                        ","Police","Filing FIR","76 views","Adoni
                      , Andhra Pradesh","October 12, 2015",63
"623","
                      I Paid Rs. 2500 to Municipal Services in Ahmedabad.
                    ","Paid INR 2,500
                        ","Municipal Services","Birth Certificate","82 views","Ahmedabad
                      , Gujarat","October 12, 2015",63
"624","
                      I Paid Rs. 2500 to Passport in Hyderabad.
                    ","Paid INR 2,500
                        ","Passport","Passport Delivery","98 views","Hyderabad
                      , Telangana","October 12, 2015",63
"625","
                      I Paid Rs. 800 to Municipal Services in Bangalore.
                    ","Paid INR 800
                        ","Municipal Services","Birth Certificate","45 views","Bangalore
                      , Karnataka","October 12, 2015",63
"626","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","60 views","Bangalore
                      , Karnataka","October 12, 2015",63
"627","
                      I Paid Rs. 800 to Passport in Bangalore.
                    ","Paid INR 800
                        ","Passport","Police Verification for Passport","75 views","Bangalore
                      , Karnataka","October 12, 2015",63
"628","
                      I Paid Rs. 10000 to Municipal Services in Vadodara.
                    ","Paid INR 10,000
                        ","Municipal Services","Birth Certificate","70 views","Vadodara
                      , Gujarat","October 12, 2015",63
"629","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","67 views","Bangalore
                      , Karnataka","October 12, 2015",63
"630","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","65 views","Bangalore
                      , Karnataka","October 12, 2015",63
"631","
                      I Paid Rs. 1200 to Police in Bangalore.
                    ","Paid INR 1,200
                        ","Police","Filing FIR","71 views","Bangalore
                      , Karnataka","October 12, 2015",64
"632","
                      I Paid Rs. 800 to Income Tax in Bangalore.
                    ","Paid INR 800
                        ","Income Tax","New PAN Card","60 views","Bangalore
                      , Karnataka","October 12, 2015",64
"633","
                      I Paid Rs. 500 to Transport in Bangalore.
                    ","Paid INR 500
                        ","Transport","Duplicate Registration Certificate","74 views","Bangalore
                      , Karnataka","October 12, 2015",64
"634","
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    ","Paid INR 500
                        ","Customs, Excise and Service Tax","Customs Check and Clearance","62 views","Bangalore
                      , Karnataka","October 12, 2015",64
"635","
                      I Paid Rs. 800 to Transport in Bangalore.
                    ","Paid INR 800
                        ","Transport","Duplicate Registration Certificate","81 views","Bangalore
                      , Karnataka","October 12, 2015",64
